# -----------------------------------
# SAS_MoCa Version 1.4.0
# Fri Apr 24 10:55:44 2026
# -----------------------------------
datafile:	./POPC_50C_Symmetry2021.dat
save-folder:	RES_POPC-Symmetry2021
qrange:	[0.005, 0.6]
model:	LUV_POPC
temperature-init:	400
temperature-gain:	50
target-X2:	0.005
data-binning:	1
error-scale:	1
iterations:	100
processes:	64
plot-only:	False
state:	0
# -----------------------------------
# Collection of the result parameters (medians only) for each iteration.
# -----------------------------------
	Norm	nv	Rv	Z	d_Chol	s_Chol	d_PCN	s_PCN	d_CG	s_CG	dD_C	r_D_C	s_CH2	d_CH	s_CH	s_CH3	r_PCN	r_CG	r12	r32	T	V_H	V_BW	Con	X2
33	1e-07	0.7853532888896745	455.68860046598496	11.161441998319134	2.7108002670663693	3.033257194248631	4.345978040352236	2.559558524530826	0.9461182243255097	2.487065446891055	27.77118919942347	0.07711483362951299	2.3918782571488477	9.0	3.05	3.4097335529485635	0.2725099100550254	0.43954426271676417	0.81	2.0539299434186424	50.0	297.21088962942883	30.36546279120224	0.0004894528663353848	3.5644272627146987
34	1e-07	0.5881066316321552	545.539087696399	11.51056777449329	2.5010318817710453	2.913213048215923	4.0888754761800135	2.550792938305578	0.8402672222102123	2.4513250097325145	27.636185302632136	0.07712583368409931	2.581410550395189	9.0	3.05	3.4600823686538975	0.2973703067534865	0.4659289707843134	0.81	2.0226374351255165	50.0	304.70412673709643	30.378381824037536	0.0005059882103278266	3.255956888996076
35	1e-07	0.6743118866696808	542.1854962878988	12.605713839406716	2.616069640172599	3.1791012135945556	4.20195187376469	2.587898381110582	0.8423555393890029	2.4380597632851755	28.015458118522687	0.07537984273136643	2.6779287920534585	9.0	3.05	3.4924857841874934	0.28226726810743286	0.45902034797325414	0.81	2.068888335508699	50.0	326.4159900094876	30.38424691743721	0.0005637388296922942	3.5894826584109887
36	1e-07	0.9528126257736917	474.64412347308684	7.602203903000397	2.7699718313768225	3.057080436292355	4.461092907714263	2.460091513874665	0.8844725945158924	2.4129826429342462	27.445274018749455	0.076520949065723	2.6294199732536647	9.0	3.05	3.2344887406906264	0.3092325182985447	0.4540759179655229	0.81	1.9988716985072401	50.0	336.9779366153551	30.44110518718484	0.000553241727330504	3.878342382564473
37	1e-07	0.8792814717820402	489.2817479890289	12.572575288916445	2.8542701082602373	3.0327564091824315	4.475813752191784	2.5562193610544117	0.8029017445982004	2.4230273585022135	27.50459745010409	0.07659181736710582	2.5175217666728265	9.0	3.05	3.7501780785544034	0.2972317752952642	0.45762886278826015	0.81	2.081683700138577	50.0	329.8668029286766	30.398603019146616	0.0005474923012045794	3.5553392468268097
38	1e-07	0.9658184777295975	445.9153869422325	10.008542624874504	2.6849023341306277	2.9931815791739402	4.384063732130213	2.448734710837482	0.8459154869052773	2.4567394859463065	27.84556667747495	0.07995587835817816	2.423866277028029	9.0	3.05	3.5687427554436444	0.2933030333183127	0.44569230980747904	0.81	2.0408917768975017	50.0	322.1723197062445	30.39646024288586	0.000517073725625611	3.483409731791715
39	1e-07	0.7040331070189798	514.5445534611199	5.552554117508314	2.996099928898424	3.00076569190884	4.737864083391737	2.476649051038709	0.6939921239451332	2.3919398709561044	27.811283391314937	0.08766510248480412	2.4926897805487176	9.0	3.05	3.266710109422068	0.2780561175821625	0.451519481692285	0.81	2.0810250760145954	50.0	329.4637905862811	30.23770376325231	0.0005153649288723252	5.658314141056169
40	1e-07	1.0750190905497472	433.0487164587789	11.86450946022218	2.7037845065728665	3.0274739603782628	4.2252002887213695	2.4790599571293876	0.8183145856716345	2.4366653293025586	28.073293892988822	0.08078995343807302	2.5609699347912036	9.0	3.05	3.6116223848999285	0.29652826359860013	0.45005372785629383	0.81	2.0601318947361604	50.0	329.25935481693506	30.350291248680918	0.0005178788651481334	3.7002460077289103
41	1e-07	0.8605258525504659	452.94535227965457	10.412625964474875	2.8621513033639796	3.072797840380707	4.361725925299905	2.4129728073095515	0.8065854216654492	2.4754194018048574	27.912208308632962	0.07700701954217906	2.5347750119801313	9.0	3.05	3.731924243504812	0.27994088418112534	0.4495898590936522	0.81	2.067993701499135	50.0	310.43672675535896	30.38161894078771	0.0005164712226997473	3.4945258831788846
42	1e-07	0.9696032681316044	448.8366379432072	11.227074030846579	2.6411735984973896	2.9136038497169774	3.8709882788688375	2.52294211526498	0.8464855054435897	2.3850334795587584	28.621976070415954	0.08015232836488148	2.5980823609036547	9.0	3.05	3.207911718283627	0.285626243617221	0.45444980610766106	0.81	2.033270691303285	50.0	329.93270387531055	30.393592287511808	0.0004953222258002139	3.70745152876087
43	1e-07	0.9835086006403592	420.03819552049873	12.829027035768966	2.798656856127671	3.0727230786713204	4.060079929629121	2.4974701471942113	0.8395877628699082	2.4135098946589264	28.193856445825393	0.07697282354787616	2.577439553340329	9.0	3.05	3.341599919726959	0.29822961222339056	0.4497721134516932	0.81	2.099102749592335	50.0	309.8727127127198	30.440250338469063	0.0005208514682347482	3.6730938731467893
44	1e-07	0.8723107805390501	457.6494423450491	12.780956459035764	2.5485514410870653	3.0700255358166175	4.149836773380025	2.469913859900501	0.9110459110454944	2.4981768579277888	27.541674710477828	0.07563399247120538	2.503410921840652	9.0	3.05	3.1557309894514005	0.2824976436672593	0.4733126096940363	0.81	2.0116800520975886	50.0	312.42865288394637	30.37271420654174	0.0005307826247952882	3.421006700359043
45	1e-07	0.8619031295375653	461.9971287877991	14.444339549865905	2.717699218231837	3.113696544479719	4.051217127108635	2.4808140672040815	0.6729044962391906	2.3881801075203297	28.504722573427305	0.07845400270089178	2.572207505018869	9.0	3.05	3.3332058309043404	0.2890695495692985	0.4568300501031689	0.81	2.081435585878536	50.0	319.27288736510025	30.36920616090832	0.000524028436203486	3.64864898067634
46	1e-07	0.9378493462398837	458.8062251120403	11.298491402262213	2.8263840270084195	2.982495021017724	4.027323379245052	2.516533664811845	0.9088142300442632	2.406645336382464	28.26581811892357	0.07763556771715663	2.4539007427615873	9.0	3.05	3.3424548219450245	0.29567762511162904	0.4505844727000536	0.81	2.046737640613021	50.0	329.52060987651237	30.424079583447956	0.0005165115471070099	3.5350097578508284
47	1e-07	0.8892486785478756	444.009000761961	7.806962600540083	2.7008927776489733	2.9655189603806975	3.622204531799401	2.4337420342600784	0.861158634989726	2.518444261742287	28.759290106866096	0.0862115343824344	2.6368495191898487	9.0	3.05	3.3028597121746675	0.28757334793792816	0.4607282909616474	0.81	2.0951013827173113	50.0	323.3669799823477	30.23695011802153	0.0004988878727412783	4.354888322896526
