# -----------------------------------
# SAS_MoCa Version 1.5.0
# Tue Apr 28 14:07:06 2026
# -----------------------------------
convergence:
thermo:	1
maxcount:	100000
conv_threshold:	4
neg_water_scale:	5
statistics:
scale_MAD_to_std:	False
hist_mincount:	10
# -----------------------------------
datafile:	./DMPC_50C_tmp_submission.dat
save-folder:	RES_DMPC-example
qrange:	[0.005, 0.6]
model:	LUV_DMPC
temperature-init:	40000
target-X2:	5
data-binning:	1
error-scale:	1
iterations:	100
processes:	24
plot-only:	False
state:	0
# -----------------------------------
# Probabilities of finding a quasimolecular group at a position z (Angstrom) (distance from the bilayer center).
# SLD column: SLD contrast (difference from suspension medium) as a function of z; unit Angstrom^-2.
# -----------------------------------
z	CH3	CH2	CG	PCN	Chol	BW	SLD
1.8088670790032226	0.44811383183413955	0.5518704772313789	7.024450819380987e-06	9.630170071089227e-08	9.050821017210835e-08	8.470740851765159e-06	-2.8901882705757053e-06
1.9093596945034015	0.4265138623126342	0.5734673953669409	8.541780101014053e-06	1.1671075471171742e-07	1.083411907050778e-07	9.968442641389144e-06	-2.8181271118907737e-06
2.0098523100035806	0.40487243721152155	0.5951052097629687	1.0368361854350201e-05	1.412643097254909e-07	1.2954234552105832e-07	1.1708308734236929e-05	-2.7459255173615606e-06
2.11034492550376	0.38330415994632305	0.6166692218659927	1.2563124182484291e-05	1.707649281175307e-07	1.5471856630287276e-07	1.3725218016173436e-05	-2.673965370140459e-06
2.2108375410039387	0.3619171078899994	0.6380512442773196	1.5195357002846015e-05	2.061624474828723e-07	1.8458042124554455e-07	1.60583090057438e-05	-2.602606717714426e-06
2.3113301565041176	0.34081205853568347	0.659150372512457	1.8346360012266733e-05	2.485793778906371e-07	2.199588079862e-07	1.8751370607434217e-05	-2.532185180363549e-06
2.411822772004297	0.32008185237183556	0.6798736197975062	2.21113196623597e-05	2.993403664373887e-07	2.618240921843968e-07	2.1853247372401865e-05	-2.4630098142625525e-06
2.5123153875044757	0.2998108947441228	0.700136412604827	2.6601441011133643e-05	3.6000632322384006e-07	3.1130807042103275e-07	2.5418255959624504e-05	-2.395361436660423e-06
2.612808003004655	0.2800747963338338	0.7198629472735522	3.194636220855124e-05	4.324138796411067e-07	3.6972913694894764e-07	2.9506608678034436e-05	-2.3294914117413916e-06
2.713300618504834	0.2609401493997473	0.7389864105423095	3.829688122283059e-05	5.187209348725026e-07	4.386210788006374e-07	3.4184839110687716e-05	-2.265620887477867e-06
2.8137932340050127	0.24246443465709616	0.7574490690938134	4.582802617931456e-05	6.21459140399956e-07	5.197659731261187e-07	3.952622387830379e-05	-2.2039404661929713e-06
2.914285849505192	0.22469605164333153	0.7752022352341172	5.474250231655158e-05	7.435942756673167e-07	6.152317146864035e-07	4.5611193603307994e-05	-2.144610284789657e-06
3.014778465005371	0.20767446367657919	0.7922061175725444	6.527455000949326e-05	8.885955815049699e-07	7.274147604517429e-07	5.252772510008358e-05	-2.087760474778272e-06
3.11527108050555	0.19143044707055365	0.8084295670101023	7.769424950461465e-05	1.0605152420508807e-06	8.590887425282797e-07	6.037170576162765e-05	-2.033491967416789e-06
3.215763696005729	0.1759864331416261	0.8238497294722318	9.231230888595225e-05	1.264079341270821e-06	1.0134596704296076e-06	6.9247260056715e-05	-1.9818776055096292e-06
3.316256311505908	0.16135693073313884	0.838451617632664	0.00010948537226655107	1.504791767295875e-06	1.1942285192702852e-06	7.926702702598561e-05	-1.932963520703699e-06
3.416748927006087	0.14754901648400312	0.852227614373953	0.00012962188519130547	1.7890526971062651e-06	1.4056620820116177e-06	9.055237669360565e-05	-1.8867707334580273e-06
